DAY,BTC,ETC,EOS
2546,99563171,,
2547,99737039,,
2548,99916266,,
2549,100076792,,
2550,100251551,,
2551,100435998,,
2552,100613401,,
2553,100766751,,
2554,100891178,,
2555,101039042,,
2556,101184071,,
2557,101362647,,
2558,101546306,,
2559,101718114,,
2560,101909201,,
2561,102088804,,
2562,102274418,,
2563,102430377,,
2564,102623277,,
2565,102817714,,
2566,103010191,,
2567,103192028,,
2568,103371141,,
2569,103568565,,
2570,103764760,,
2571,103981419,,
2572,104169427,,
2573,104379065,,
2574,104596339,,
2575,104812463,,
2576,105000506,,
2577,105204890,,
2578,105429168,,
2579,105657967,,
2580,105888308,,
2581,106109879,,
2582,106332888,,
2583,106527994,,
2584,106705808,,
2585,106932244,,
2586,107170438,,
2587,107357849,,
2588,107559870,,
2589,107782525,,
2590,108011077,,
2591,108221614,,
2592,108450224,,
2593,108683181,,
2594,108912409,,
2595,109133534,,
2596,109335142,,
2597,109519875,,
2598,109709551,,
2599,109930170,,
2600,110146418,,
2601,110370517,,
2602,110584213,,
2603,110802286,,
2604,111018306,,
2605,111226810,,
2606,111463016,,
2607,111712020,,
2608,111931809,,
2609,112149431,,
2610,112353232,,
2611,112530111,,
2612,112769866,,
2613,113033928,,
2614,113309483,,
2615,113575120,,
2616,113803339,,
2617,114004069,,
2618,114239838,,
2619,114400925,,
2620,114588146,,
2621,114785651,,
2622,114972325,,
2623,115162986,,
2624,115358392,,
2625,115524860,,
2626,115672761,,
2627,115861869,,
2628,116066097,,
2629,116277935,,
2630,116484727,,
2631,116689036,,
2632,116869674,,
2633,117044460,,
2634,117244213,,
2635,117447396,,
2636,117637330,,
2637,117826422,,
2638,117997064,,
2639,118156481,,
2640,118315206,,
2641,118514547,,
2642,118715174,,
2643,118913668,,
2644,119123645,,
2645,119327209,,
2646,119516806,,
2647,119688643,,
2648,119897734,,
2649,120116860,,
2650,120336030,,
2651,120557145,,
2652,120767310,,
2653,120964844,,
2654,121151157,,
2655,121385210,,
2656,121618943,,
2657,121843803,,
2658,122072349,,
2659,122285536,,
2660,122466132,,
2661,122659383,,
2662,122881395,,
2663,123107048,,
2664,123318968,,
2665,123534395,,
2666,123743970,,
2667,123927970,,
2668,124110566,,
2669,124331993,,
2670,124582298,,
2671,124827160,,
2672,125072790,,
2673,125331306,,
2674,125549193,,
2675,125734137,,
2676,125958862,,
2677,126191046,,
2678,126430174,,
2679,126658891,,
2680,126897840,,
2681,127093961,,
2682,127278650,,
2683,127507643,,
2684,127754536,,
2685,127990970,,
2686,128218155,,
2687,128449089,,
2688,128657235,,
2689,128862524,,
2690,129097772,,
2691,129342223,,
2692,129577060,,
2693,129789251,,
2694,130001511,,
2695,130187660,,
2696,130373333,,
2697,130602289,,
2698,130843450,,
2699,131092974,,
2700,131314718,,
2701,131530469,,
2702,131718348,,
2703,131905334,,
2704,132111329,,
2705,132330310,,
2706,132560237,,
2707,132794297,,
2708,133023435,,
2709,133219028,,
2710,133408557,,
2711,133631053,,
2712,133868376,,
2713,134099239,,
2714,134329807,,
2715,134557046,,
2716,134770774,,
2717,134985016,,
2718,135237211,,
2719,135481029,,
2720,135742098,,
2721,136010108,,
2722,136260043,,
2723,136497536,,
2724,136710958,,
2725,136961832,,
2726,137213385,,
2727,137450818,,
2728,137685027,,
2729,137922587,,
2730,138131987,,
2731,138311196,,
2732,138529943,,
2733,138742889,,
2734,138968013,,
2735,139195718,,
2736,139405558,,
2737,139598829,,
2738,139779753,,
2739,139993521,,
2740,140208134,,
2741,140428939,,
2742,140638721,,
2743,140848943,,
2744,141031351,,
2745,141193855,,
2746,141413936,,
2747,141631951,,
2748,141849333,,
2749,142072800,,
2750,142283991,,
2751,142466102,,
2752,142636503,,
2753,142858972,,
2754,143080696,,
2755,143306086,,
2756,143528281,,
2757,143748741,,
2758,143945489,,
2759,144129893,,
2760,144368231,,
2761,144605262,,
2762,144835381,,
2763,145075187,,
2764,145304572,,
2765,145504016,,
2766,145696612,,
2767,145919670,,
2768,146170109,,
2769,146411954,,
2770,146643982,,
2771,146874125,,
2772,147069302,,
2773,147259776,,
2774,147493821,,
2775,147724912,,
2776,147974730,,
2777,148226047,,
2778,148459884,,
2779,148677500,,
2780,148872631,,
2781,149077705,,
2782,149333121,,
2783,149568306,,
2784,149806079,,
2785,150051706,,
2786,150267412,,
2787,150449524,,
2788,150672805,,
2789,150911773,,
2790,151151470,,
2791,151383519,,
2792,151608603,,
2793,151801110,,
2794,151973900,,
2795,152204440,,
2796,152453058,,
2797,152679409,,
2798,152912738,,
2799,153141640,,
2800,153320980,,
2801,153500837,,
2802,153735757,,
2803,153963091,,
2804,154216326,,
2805,154441856,,
2806,154659316,,
2807,154855372,,
2808,155034918,,
2809,155247330,,
2810,155485451,,
2811,155713157,,
2812,155947042,,
2813,156163622,,
2814,156375885,,
2815,156567060,,
2816,156792206,,
2817,157033536,,
2818,157271477,,
2819,157501104,,
2820,157731256,,
2821,157934352,,
2822,158130951,,
2823,158362633,,
2824,158606346,,
2825,158840436,,
2826,159081578,,
2827,159329719,,
2828,159545624,,
2829,159735074,,
2830,159997842,,
2831,160259639,,
2832,160529028,,
2833,160800587,,
2834,161068074,,
2835,161314272,,
2836,161528583,,
2837,161753333,,
2838,162015575,,
2839,162249292,,
2840,162480033,,
2841,162717866,,
2842,162927665,,
2843,163126915,,
2844,163365098,,
2845,163614833,,
2846,163808602,,
2847,164086349,,
2848,164345791,,
2849,164564199,,
2850,164756860,,
2851,164981514,,
2852,165219968,,
2853,165441742,,
2854,165774318,,
2855,166019010,,
2856,166250614,,
2857,166456334,,
2858,166701277,,
2859,166949857,,
2860,167216265,,
2861,167489664,,
2862,167736460,,
2863,167972903,,
2864,168197025,,
2865,168474885,,
2866,168768355,,
2867,169040660,,
2868,169306568,,
2869,169565193,,
2870,169797052,,
2871,170011022,,
2872,170284629,,
2873,170564542,,
2874,170856581,,
2875,171130890,,
2876,171405848,,
2877,171656800,,
2878,171902059,,
2879,172187514,,
2880,172471974,,
2881,172742729,,
2882,173077494,,
2883,173392424,,
2884,173664409,,
2885,173908371,,
2886,174205060,,
2887,174494420,,
2888,174786475,,
2889,175020977,,
2890,175341238,,
2891,175628492,,
2892,175873690,,
2893,176152489,,
2894,176474203,,
2895,176782419,,
2896,177067491,,
2897,177333133,,
2898,177579434,,
2899,177807197,,
2900,178079461,,
2901,178374215,,
2902,178661849,,
2903,178943531,,
2904,179222803,,
2905,179458707,,
2906,179696381,,
2907,179981075,,
2908,180275716,,
2909,180598454,,
2910,180914954,,
2911,181217655,,
2912,181457245,,
2913,181653997,,
2914,181903165,,
2915,182197263,,
2916,182503260,,
2917,182808981,,
2918,183094473,,
2919,183340717,,
2920,183518771,,
2921,183808476,,
2922,184118086,,
2923,184444492,,
2924,184735328,,
2925,185079682,,
2926,185361332,,
2927,185618079,,
2928,185892637,,
2929,186214500,,
2930,186519527,,
2931,186806529,,
2932,187085755,,
2933,187329944,,
2934,187558404,,
2935,187832121,,
2936,188120048,,
2937,188420669,,
2938,188721871,,
2939,189019666,,
2940,189278897,,
2941,189517036,,
2942,189749079,,
2943,190030542,,
2944,190338269,,
2945,190649954,,
2946,190911239,,
2947,191158264,,
2948,191399066,,
2949,191651886,,
2950,191962441,,
2951,192307404,,
2952,192565658,,
2953,192888825,,
2954,193173998,,
2955,193467958,,
2956,193695228,,
2957,194024371,,
2958,194333008,,
2959,194675850,,
2960,194980155,,
2961,195239299,,
2962,195472905,,
2963,195765810,,
2964,196081779,,
2965,196369896,,
2966,196661487,,
2967,196981623,,
2968,197264467,,
2969,197516102,,
2970,197798499,,
2971,198077661,,
2972,198356913,,
2973,198685415,,
2974,199029346,,
2975,199350955,,
2976,199622148,,
2977,199905348,,
2978,200233188,,
2979,200546916,,
2980,200877769,,
2981,201212934,,
2982,201480417,,
2983,201758883,,
2984,202045902,,
2985,202373409,,
2986,202671839,,
2987,202976641,,
2988,203284628,,
2989,203562999,,
2990,203784734,,
2991,204055707,,
2992,204369072,,
2993,204660789,,
2994,204984681,,
2995,205279089,,
2996,205542770,,
2997,205807869,,
2998,206089774,,
2999,206374818,,
3000,206691395,,
3001,206979848,,
3002,207267535,,
3003,207513423,,
3004,207727516,,
3005,207966982,,
3006,208261183,,
3007,208542611,,
3008,208828687,,
3009,209093041,,
3010,209348359,,
3011,209588127,,
3012,209879398,,
3013,210134588,,
3014,210452873,,
3015,210741329,,
3016,211037119,,
3017,211265339,,
3018,211501064,,
3019,211776250,,
3020,212085054,,
3021,212361507,,
3022,212590241,,
3023,212876949,,
3024,213145765,,
3025,213358125,,
3026,213607282,,
3027,213913377,,
3028,214222563,,
3029,214489530,,
3030,214813113,,
3031,215085995,,
3032,215327149,,
3033,215555894,,
3034,215879648,,
3035,216213176,,
3036,216511601,,
3037,216816740,,
3038,217159019,,
3039,217436099,,
3040,217734662,,
3041,218066357,,
3042,218362081,,
3043,218717390,,
3044,218985324,,
3045,219344782,,
3046,219663198,,
3047,220027511,,
3048,220361142,,
3049,220671559,,
3050,220967472,,
3051,221282010,,
3052,221612142,,
3053,221981604,,
3054,222310608,,
3055,222541650,,
3056,222861729,,
3057,223153716,,
3058,223470127,,
3059,223824620,,
3060,224145245,,
3061,224476931,,
3062,224845646,,
3063,225182792,,
3064,225533326,,
3065,225866419,,
3066,226197369,,
3067,226501014,,
3068,226827930,,
3069,227176033,,
3070,227496439,,
3071,227815787,,
3072,228079618,,
3073,228385827,,
3074,228657405,,
3075,228946674,,
3076,229246398,,
3077,229584819,,
3078,229892174,,
3079,230173164,,
3080,230425886,,
3081,230650904,,
3082,230921050,,
3083,231212906,,
3084,231497810,,
3085,231791308,,
3086,232062330,,
3087,232295885,,
3088,232505330,,
3089,232773561,,
3090,233046149,,
3091,233325811,,
3092,233593318,,
3093,233856716,,
3094,234077155,,
3095,234262589,,
3096,234523683,,
3097,234784796,,
3098,235061954,,
3099,235294076,,
3100,235560533,,
3101,235780800,,
3102,235977613,,
3103,236228175,,
3104,236484918,,
3105,236719952,,
3106,236949172,,
3107,237192725,,
3108,237410502,,
3109,237596116,,
3110,237850453,,
3111,238119510,,
3112,238375102,,
3113,238619007,,
3114,238850336,,
3115,239066612,,
3116,239272021,,
3117,239504162,,
3118,239764294,,
3119,240017896,,
3120,240248651,,
3121,240518319,,
3122,240733219,,
3123,240916339,,
3124,241160296,,
3125,241402656,,
3126,241639049,,
3127,241864537,,
3128,242113649,,
3129,242321446,,
3130,242515382,,
3131,242736350,,
3132,242867718,,
3133,243082353,,
3134,243294709,,
3135,243528965,,
3136,243764070,,
3137,243967155,,
3138,244217462,,
3139,244492956,,
3140,244750405,,
3141,245012818,,
3142,245291724,,
3143,245553376,,
3144,245817313,,
3145,246075763,,
3146,246384918,,
3147,246661438,,
3148,247009922,,
3149,247316407,,
3150,247581311,,
3151,247797119,,
3152,248035265,,
3153,248231711,,
3154,248545499,,
3155,248746910,,
3156,248959775,,
3157,249184437,,
3158,249441635,,
3159,249669238,,
3160,249946205,,
3161,250221936,,
3162,250503257,,
3163,250778524,,
3164,251019552,,
3165,251214675,,
3166,251485377,,
3167,251762716,,
3168,252039927,,
3169,252296552,,
3170,252567789,,
3171,252786609,,
3172,252986075,,
3173,253235807,,
3174,253489934,,
3175,253751742,,
3176,254025977,,
3177,254317816,,
3178,254542251,,
3179,254738141,,
3180,254962508,,
3181,255246282,,
3182,255480392,,
3183,255733871,,
3184,255957999,,
3185,256161753,,
3186,256351969,,
3187,256578300,,
3188,256836584,,
3189,257102026,,
3190,257372484,,
3191,257628403,,
3192,257840319,,
3193,258045325,,
3194,258334681,,
3195,258617761,,
3196,258856782,,
3197,259128826,,
3198,259413540,,
3199,259637169,,
3200,259880256,,
3201,260176379,,
3202,260480847,,
3203,260775498,,
3204,261069448,,
3205,261376754,,
3206,261668574,,
3207,261953839,,
3208,262265935,,
3209,262603040,,
3210,262933329,,
3211,263287600,,
3212,263600994,,
3213,263910581,,
3214,264201427,,
3215,264517750,,
3216,264863838,,
3217,265173960,,
3218,265446575,,
3219,265692791,,
3220,265901407,,
3221,266231600,,
3222,266547682,,
3223,266828001,,
3224,267179488,,
3225,267521096,,
3226,267798999,,
3227,268089834,,
3228,268341586,,
3229,268614657,,
3230,268947289,,
3231,269250671,,
3232,269590236,,
3233,269864354,,
3234,270056570,,
3235,270244358,,
3236,270553177,,
3237,270825618,,
3238,271145204,,
3239,271456331,,
3240,271761756,,
3241,272030658,,
3242,272297754,,
3243,272630575,,
3244,273003901,,
3245,273315736,,
3246,273668716,,
3247,273976010,,
3248,274308525,,
3249,274639461,,
3250,275021037,,
3251,275386190,,
3252,275785063,,
3253,276169004,,
3254,276581476,,
3255,276906772,,
3256,277253904,,
3257,277661191,,
3258,278065995,,
3259,278508892,,
3260,278883837,,
3261,279269330,,
3262,279670839,,
3263,280007400,,
3264,280383972,,
3265,280756571,,
3266,281174167,,
3267,281672309,,
3268,282073186,,
3269,282440124,,
3270,282829335,,
3271,283227383,,
3272,283605893,,
3273,283976267,,
3274,284310721,,
3275,284690733,,
3276,284997937,,
3277,285272326,,
3278,285501656,,
3279,285749072,,
3280,286061006,,
3281,286364038,,
3282,286720827,,
3283,287058872,,
3284,287351859,,
3285,287593484,,
3286,287937148,,
3287,288334090,,
3288,288758852,,
3289,289098293,,
3290,289454763,,
3291,289827329,,
3292,290173184,,
3293,290528058,,
3294,290875759,,
3295,291210340,,
3296,291515067,,
3297,291779371,,
3298,292015413,,
3299,292287552,,
3300,292593722,,
3301,292907964,,
3302,293215857,,
3303,293458518,,
3304,293694831,,
3305,293912306,,
3306,294162389,,
3307,294428471,,
3308,294680099,,
3309,294918558,,
3310,295137409,,
3311,295329804,,
3312,295543502,,
3313,295773515,,
3314,296013069,,
3315,296221429,,
3316,296473927,,
3317,296711666,,
3318,296902499,,
3319,297075120,,
3320,297296541,,
3321,297541576,,
3322,297749248,,
3323,297926717,,
3324,298105562,,
3325,298281867,,
3326,298429738,,
3327,298615387,,
3328,298803686,,
3329,299001421,,
3330,299197324,,
3331,299382497,,
3332,299554512,,
3333,299714837,,
3334,299906470,,
3335,300100475,,
3336,300308805,,
3337,300491517,,
3338,300672250,,
3339,300825371,,
3340,300969316,,
3341,301161315,,
3342,301376684,,
3343,301566865,,
3344,301803565,,
3345,301996452,,
3346,302176284,,
3347,302331131,,
3348,302536907,,
3349,302745685,,
3350,302958518,,
3351,303148397,,
3352,303350576,,
3353,303500081,,
3354,303657315,,
3355,303842545,,
3356,304041746,,
3357,304234835,,
3358,304435922,,
3359,304624178,,
3360,304775610,,
3361,304940121,,
3362,305133615,,
3363,305326837,,
3364,305526099,,
3365,305706520,,
3366,305883861,,
3367,306043262,,
3368,306180894,,
3369,306368371,,
3370,306553799,,
3371,306734834,,
3372,306924390,,
3373,307108337,,
3374,307257631,,
3375,307391532,,
3376,307558673,,
3377,307762273,,
3378,307946199,,
3379,308127606,,
3380,308297505,,
3381,308453370,,
3382,308593140,,
3383,308767255,,
3384,308955511,,
3385,309135466,,
3386,309351992,,
3387,309565303,,
3388,309730346,,
3389,309901023,,
3390,310095326,,
3391,310299420,,
3392,310499861,,
3393,310715143,,
3394,310925812,,
3395,311116933,,
3396,311285913,,
3397,311513290,,
3398,311767246,,
3399,311984930,,
3400,312202188,,
3401,312414835,,
3402,312609805,,
3403,312793617,,
3404,313009220,,
3405,313207387,,
3406,313418283,,
3407,313646237,,
3408,313870816,,
3409,314066781,,
3410,314239452,,
3411,314444268,,
3412,314663896,,
3413,314868606,,
3414,315083973,,
3415,315291026,,
3416,315472296,,
3417,315631826,,
3418,315843154,,
3419,316051351,,
3420,316265329,,
3421,316455756,,
3422,316672175,,
3423,316839677,,
3424,316999540,,
3425,317200725,,
3426,317407748,,
3427,317630294,,
3428,317833196,,
3429,318031970,,
3430,318187804,,
3431,318331188,,
3432,318524139,,
3433,318729054,,
3434,318933945,,
3435,319140209,,
3436,319342067,,
3437,319517880,,
3438,319685078,,
3439,319890602,,
3440,320104844,,
3441,320312005,,
3442,320519340,,
3443,320717021,,
3444,320893043,,
3445,321071115,,
3446,321284816,,
3447,321501539,,
3448,321714257,,
3449,321926372,,
3450,322127624,,
3451,322283482,,
3452,322429022,,
3453,322623419,,
3454,322816189,,
3455,323015477,,
3456,323215783,,
3457,323418237,,
3458,323578171,,
3459,323738889,,
3460,323941116,,
3461,324130325,,
3462,324319869,,
3463,324515615,,
3464,324710245,,
3465,324887954,,
3466,325041397,,
3467,325248099,,
3468,325465437,,
3469,325667372,,
3470,325869879,,
3471,326070364,,
3472,326235032,,
3473,326392942,,
3474,326599919,,
3475,326815352,,
3476,327016678,,
3477,327224518,,
3478,327430876,,
3479,327606200,,
3480,327764495,,
3481,327978344,,
3482,328211173,,
3483,328444422,,
3484,328669460,,
3485,328895930,,
3486,329082908,,
3487,329250403,,
3488,329479504,,
3489,329739026,,
3490,329988002,,
3491,330218208,,
3492,330450652,,
3493,330632348,,
3494,330804749,,
3495,331035809,,
3496,331279267,,
3497,331517371,,
3498,331740040,,
3499,331972505,,
3500,332165063,,
3501,332336296,,
3502,332555347,,
3503,332791860,,
3504,333021241,,
3505,333245332,,
3506,333470195,,
3507,333662408,,
3508,333830954,,
3509,334048302,,
3510,334300964,,
3511,334547256,,
3512,334778686,,
3513,335014313,,
3514,335204180,,
3515,335364988,,
3516,335584684,,
3517,335804236,,
3518,336028632,,
3519,336246266,,
3520,336468079,,
3521,336662292,,
3522,336832758,,
3523,337060678,,
3524,337297471,,
3525,337532601,,
3526,337766287,,
3527,338004874,,
3528,338216198,,
3529,338400603,,
3530,338625567,,
3531,338864620,,
3532,339104240,,
3533,339356186,,
3534,339586501,,
3535,339791196,,
3536,339980725,,
3537,340203559,,
3538,340438999,,
3539,340673776,,
3540,340912373,,
3541,341135034,,
3542,341342871,,
3543,341525989,,
3544,341760492,,
3545,342004338,,
3546,342259157,,
3547,342515398,,
3548,342787149,,
3549,343006307,,
3550,343213473,,
3551,343446244,,
3552,343698906,,
3553,343943106,,
3554,344194333,,
3555,344443299,,
3556,344666146,,
3557,344868752,,
3558,345115309,,
3559,345355688,,
3560,345598964,,
3561,345847321,,
3562,346088618,,
3563,346299649,,
3564,346527560,,
3565,346775964,,
3566,347003764,,
3567,347252215,,
3568,347515189,,
3569,347757064,,
3570,347960593,,
3571,348149861,,
3572,348424878,,
3573,348678435,,
3574,348934343,,
3575,349196302,,
3576,349448023,,
3577,349673921,,
3578,349878756,,
3579,350137271,,
3580,350396559,,
3581,350645672,,
3582,350903844,,
3583,351156279,,
3584,351390560,,
3585,351606062,,
3586,351874353,,
3587,352162117,,
3588,352445498,,
3589,352732624,,
3590,353023549,,
3591,353271061,,
3592,353498750,,
3593,353794727,,
3594,354082335,,
3595,354378628,,
3596,354655507,,
3597,354938549,,
3598,355185724,,
3599,355437896,,
3600,355736825,,
3601,356010626,,
3602,356308958,,
3603,356600248,,
3604,356881664,,
3605,357143175,,
3606,357381204,,
3607,357650747,,
3608,357939793,,
3609,358196336,,
3610,358461054,,
3611,358734092,,
3612,358986047,,
3613,359227549,,
3614,359482877,,
3615,359745354,,
3616,360007621,,
3617,360252992,,
3618,360501296,,
3619,360744041,,
3620,360965565,,
3621,361207350,,
3622,361475500,,
3623,361732236,,
3624,362012748,,
3625,362268894,,
3626,362500163,,
3627,362737234,,
3628,362990602,,
3629,363246361,,
3630,363504999,,
3631,363771701,,
3632,364050475,,
3633,364313592,,
3634,364538991,,
3635,364835286,,
3636,365104895,,
3637,365407858,,
3638,365690684,,
3639,365971363,,
3640,366222599,,
3641,366471631,,
3642,366749824,,
3643,367009405,,
3644,367290547,,
3645,367592645,,
3646,367905107,,
3647,368170508,,
3648,368430325,,
3649,368692326,,
3650,368928139,,
3651,369199242,,
3652,369486323,,
3653,369769813,,
3654,370039450,,
3655,370290935,,
3656,370579189,,
3657,370896855,,
3658,371217553,,
3659,371539918,,
3660,371848556,,
3661,372137528,,
3662,372411392,,
3663,372739590,,
3664,373043181,,
3665,373343351,,
3666,373645055,,
3667,373946126,,
3668,374224156,,
3669,374522309,,
3670,374840173,,
3671,375133910,,
3672,375428590,,
3673,375733528,,
3674,376034698,,
3675,376326166,,
3676,376596082,,
3677,376910082,,
3678,377232879,,
3679,377559207,,
3680,377914515,,
3681,378250815,,
3682,378577449,,
3683,378874004,,
3684,379207140,,
3685,379562730,,
3686,379912102,,
3687,380260780,,
3688,380599382,,
3689,380911276,,
3690,381212124,,
3691,381518273,,
3692,381798560,,
3693,382150170,,
3694,382505416,,
3695,382799288,,
3696,383127526,,
3697,383460709,,
3698,383801286,,
3699,384151939,,
3700,384466286,,
3701,384761248,,
3702,385109704,,
3703,385441945,,
3704,385761223,,
3705,386097987,,
3706,386464366,,
3707,386811217,,
3708,387174649,,
3709,387533486,,
3710,387867447,,
3711,388222680,,
3712,388521596,,
3713,388808570,,
3714,389085501,,
3715,389369702,,
3716,389650911,,
3717,389892921,,
3718,390106096,,
3719,390401301,,
3720,390684652,,
3721,390974263,,
3722,391270404,,
3723,391567294,,
3724,391824993,,
3725,392054392,,
3726,392350099,,
3727,392650095,,
3728,392959903,,
3729,393259013,,
3730,393559926,,
3731,393803479,,
3732,394029183,,
3733,394361011,,
3734,394725236,,
3735,395108074,,
3736,395499358,,
3737,395871421,,
3738,396252167,,
3739,396633045,,
3740,397001739,,
3741,397401370,,
3742,397760923,,
3743,398115973,,
3744,398505145,,
3745,398863700,,
3746,399214334,,
3747,399585543,,
3748,399932418,,
3749,400328825,,
3750,400731506,,
3751,401102158,,
3752,401474770,,
3753,401812401,,
3754,402190774,,
3755,402550831,,
3756,402901317,,
3757,403285089,,
3758,403646264,,
3759,403963131,,
3760,404354624,,
3761,404698268,,
3762,405006853,,
3763,405415178,,
3764,405796849,,
3765,406179014,,
3766,406539945,,
3767,406910516,,
3768,407286075,,
3769,407629465,,
3770,408070797,,
3771,408524143,,
3772,408904277,,
3773,409259965,,
3774,409589764,,
3775,409969290,,
3776,410300421,,
3777,410692852,,
3778,411054961,,
3779,411377653,,
3780,411720406,,
3781,412056237,,
3782,412451715,,
3783,412817414,,
3784,413185035,,
3785,413561293,,
3786,413922243,,
3787,414278578,,
3788,414627785,,
3789,415009970,,
3790,415391623,,
3791,415785881,,
3792,416172094,,
3793,416547192,,
3794,416883777,,
3795,417261782,,
3796,417658977,,
3797,418046976,,
3798,418452482,,
3799,418832758,,
3800,419129973,,
3801,419462505,,
3802,419759177,,
3803,420057631,,
3804,420432735,,
3805,420805525,,
3806,421169609,,
3807,421520288,,
3808,421809517,,
3809,422113365,,
3810,422466446,,
3811,422808784,,
3812,423136470,,
3813,423500651,,
3814,423867282,,
3815,424196080,,
3816,424486955,,
3817,424811929,,
3818,425207599,,
3819,425601098,,
3820,425936457,,
3821,426276594,,
3822,426625329,,
3823,427004946,,
3824,427394511,,
3825,427757138,,
3826,428157248,,
3827,428518842,,
3828,428920887,,
3829,429280121,,
3830,429611457,,
3831,429946382,,
3832,430318762,,
3833,430716412,,
3834,431083504,,
3835,431467440,,
3836,431811202,,
3837,432128623,,
3838,432511016,,
3839,432871774,,
3840,433191603,,
3841,433516456,,
3842,433875314,,
3843,434180090,,
3844,434483543,,
3845,434832595,,
3846,435196537,,
3847,435522430,,
3848,435838489,,
3849,436134192,,
3850,436450905,,
3851,436741071,,
3852,437060927,,
3853,437379311,,
3854,437677193,,
3855,438009864,,
3856,438331660,,
3857,438616811,,
3858,438886934,,
3859,439223568,,
3860,439548830,,
3861,439914024,,
3862,440247937,,
3863,440599680,,
3864,440921551,,
3865,441220292,,
3866,441559588,,
3867,441930627,,
3868,442301573,,
3869,442639112,,
3870,442979744,,
3871,443275753,,
3872,443549429,,
3873,443852725,,
3874,444224964,,
3875,444585104,,
3876,444932612,,
3877,445262077,,
3878,445550807,,
3879,445823351,,
3880,446157191,,
3881,446487071,,
3882,446797181,,
3883,447118682,,
3884,447460331,,
3885,447763037,,
3886,448051391,,
3887,448371861,,
3888,448696556,,
3889,449036451,,
3890,449382918,,
3891,449736844,,
3892,450071631,,
3893,450357778,,
3894,450689839,,
3895,451060835,,
3896,451385485,,
3897,451739884,,
3898,452101283,,
3899,452414333,,
3900,452702831,,
3901,453019461,,
3902,453358374,,
3903,453693678,,
3904,454032699,,
3905,454337303,,
3906,454643227,,
3907,454912974,,
3908,455262399,,
3909,455606729,,
3910,455967050,,
3911,456314585,,
3912,456661118,,
3913,456988821,,
3914,457309189,,
3915,457600345,,
3916,457955049,,
3917,458299374,,
3918,458651162,,
3919,458959102,,
3920,459273546,,
3921,459562151,,
3922,459872584,,
3923,460204042,,
3924,460533524,,
3925,460860930,,
3926,461197875,,
3927,461525039,,
3928,461796892,,
3929,462126322,,
3930,462459060,,
3931,462772178,,
3932,463121584,,
3933,463468579,,
3934,463762753,,
3935,464049339,,
3936,464353543,,
3937,464696986,,
3938,465030785,,
3939,465366466,,
3940,465703087,,
3941,466012923,,
3942,466294478,,
3943,466650494,,
3944,466993930,,
3945,467336158,,
3946,467644784,,
3947,467974400,,
3948,468277927,,
3949,468537762,,
3950,468843700,,
3951,469153238,,
3952,469462140,,
3953,469762772,,
3954,470078647,,
3955,470363005,,
3956,470651790,,
3957,470962119,,
3958,471297823,,
3959,471607924,,
3960,471939049,,
3961,472251889,,
3962,472548008,,
3963,472853661,,
3964,473181433,,
3965,473482796,,
3966,473799486,,
3967,474146030,,
3968,474474468,,
3969,474754792,,
3970,475022284,,
3971,475329066,,
3972,475654263,,
3973,475975089,,
3974,476301220,,
3975,476604908,,
3976,476917232,,
3977,477181651,,
3978,477464979,,
3979,477784440,,
3980,478097000,,
3981,478413000,,
3982,478718085,,
3983,479002997,,
3984,479271132,,
3985,479589733,,
3986,479923702,,
3987,480255906,,
3988,480575039,,
3989,480886108,,
3990,481168737,,
3991,481447500,,
3992,481764495,,
3993,482085961,,
3994,482374116,,
3995,482684188,,
3996,483013700,,
3997,483304979,,
3998,483563345,,
3999,483893471,,
4000,484208320,,
4001,484526520,,
4002,484845682,,
4003,485177789,,
4004,485482831,,
4005,485764964,,
4006,486078881,,
4007,486362631,,
4008,486604166,,
4009,486906991,,
4010,487232250,,
4011,487523526,,
4012,487804966,,
4013,488131592,,
4014,488421560,,
4015,488673427,,
4016,488965362,,
4017,489288515,,
4018,489570816,,
4019,489859028,,
4020,490156871,,
4021,490504083,,
4022,490822716,,
4023,491145554,,
4024,491478017,,
4025,491781572,,
4026,492060425,,
4027,492360211,,
4028,492707189,,
4029,493036022,,
4030,493362609,,
4031,493686493,,
4032,493977463,,
4033,494259568,,
4034,494572535,,
4035,494884370,,
4036,495210750,,
4037,495548030,,
4038,495859853,,
4039,496143145,,
4040,496399884,,
4041,496685284,,
4042,497025068,,
4043,497365143,,
4044,497697727,,
4045,498027096,,
4046,498331980,,
4047,498624363,,
4048,498960589,,
4049,499268405,,
4050,499631558,,
4051,499953486,,
4052,500286805,,
4053,500602331,,
4054,500921305,,
4055,501216766,,
4056,501578635,,
4057,501929608,,
4058,502266373,,
4059,502595496,,
4060,502912427,,
4061,503211954,,
4062,503549889,,
4063,503876943,,
4064,504217047,,
4065,504529029,,
4066,504870419,,
4067,505170585,,
4068,505459699,,
4069,505787744,,
4070,506127057,,
4071,506455594,,
4072,506793788,,
4073,507155441,,
4074,507464527,,
4075,507777244,,
4076,508118899,,
4077,508465727,,
4078,508816230,,
4079,509166651,,
4080,509505409,,
4081,509819191,,
4082,510123725,,
4083,510471076,,
4084,510800584,,
4085,511090868,,
4086,511436925,,
4087,511716587,,
4088,511992616,,
4089,512217492,,
4090,512487079,,
4091,512766356,,
4092,512999568,,
4093,513265111,,
4094,513547963,,
4095,513786322,,
4096,514001821,,
4097,514258799,,
4098,514539162,,
