DAY,BTC,ETC,EOS
1118,2124115,40131552,
1119,2130237,40167490,
1120,2136136,40204887,
1121,2142339,40243346,
1122,2148220,40281458,
1123,2155153,40316759,
1124,2161531,40356190,
1125,2168401,40394541,
1126,2175407,40429417,
1127,2182480,40463840,
1128,2189045,40497956,
1129,2195119,40531800,
1130,2201912,40567185,
1131,2208896,40601573,
1132,2216154,40635384,
1133,2224650,40667411,
1134,2232097,40699966,
1135,2238887,40734179,
1136,2246915,40770930,
1137,2256391,40806384,
1138,2265783,40839245,
1139,2274823,40873515,
1140,2281355,40905291,
1141,2287638,40937248,
1142,2293402,40970829,
1143,2299832,41004639,
1144,2305923,41037701,
1145,2312915,41070207,
1146,2320959,41100552,
1147,2327703,41130815,
1148,2333732,41161398,
1149,2339332,41194317,
1150,2346084,41228505,
1151,2352557,41263642,
1152,2359189,41301374,
1153,2365850,41336871,
1154,2373351,41371631,
1155,2378574,41404735,
1156,2384776,41439818,
1157,2391633,41476288,
1158,2397932,41514716,
1159,2404398,41552231,
1160,2410784,41588419,
1161,2417203,41621995,
1162,2422411,41657657,
1163,2427308,41691821,
1164,2433588,41729894,
1165,2440758,41767606,
1166,2447500,41802416,
1167,2453688,41836344,
1168,2460319,41870301,
1169,2467191,41904064,
1170,2473079,41942711,
1171,2479699,41980720,
1172,2486083,42021328,
1173,2492901,42060083,
1174,2499364,42097640,
1175,2505377,42130455,
1176,2511553,42164314,
1177,2517608,42198382,
1178,2524268,42232219,
1179,2530678,42265088,
1180,2537573,42293794,
1181,2545211,42322805,
1182,2551843,42352472,
1183,2557890,42381448,
1184,2563314,42411763,
1185,2569710,42443237,
1186,2577258,42478983,
1187,2584334,42515944,
1188,2591231,42550565,
1189,2597824,42582982,
1190,2603652,42620752,
1191,2609349,42671961,
1192,2615882,42721837,
1193,2624227,42771863,
1194,2632221,42821343,
1195,2640061,42872305,
1196,2647247,42921942,
1197,2655132,42971828,
1198,2662214,43021847,
1199,2670585,43071949,
1200,2678361,43122195,
1201,2686757,43173245,
1202,2694396,43223624,
1203,2702491,43271898,
1204,2709671,43321403,
1205,2715751,43371919,
1206,2722969,43421261,
1207,2730424,43494299,
1208,2737790,43546442,
1209,2747839,43597307,
1210,2754712,43646381,
1211,2762015,43699914,
1212,2769676,43750437,
1213,2778814,43800223,
1214,2789025,43851030,
1215,2798802,43902211,
1216,2812588,43954661,
1217,2827023,44006137,
1218,2839416,44057284,
1219,2850445,44108342,
1220,2868754,44159714,
1221,2886034,44210074,
1222,2903421,44260378,
1223,2916757,44310342,
1224,2933740,44361076,
1225,2951884,44406480,
1226,2967069,44453227,
1227,2995441,44499902,
1228,3018417,44544926,
1229,3035117,44587128,
1230,3052675,44633308,
1231,3076921,44732172,
1232,3113759,44801789,
1233,3142780,44859321,
1234,3174484,44911961,
1235,3198321,44960885,
1236,3224811,45009615,
1237,3251837,45058677,
1238,3280767,45102909,
1239,3303339,45147842,
1240,3329928,45202113,
1241,3359658,45247729,
1242,3389821,45294401,
1243,3415207,45340977,
1244,3435532,45383385,
1245,3462222,45425043,
1246,3475160,45466592,
1247,3509828,45508465,
1248,3555622,45548896,
1249,3598081,45589815,
1250,3615267,45635264,
1251,3648034,45684047,
1252,3671965,45730710,
1253,3705046,45771657,
1254,3744801,45810499,
1255,3777427,45849106,
1256,3797331,45882675,
1257,3852283,45918614,
1258,3914133,45956110,
1259,3969835,45993634,
1260,4012264,46032018,
1261,4055741,46069937,
1262,4093776,46115678,
1263,4130574,46154037,
1264,4162964,46195919,
1265,4189503,46243986,
1266,4211806,46281530,
1267,4234094,46316682,
1268,4256239,46351557,
1269,4284992,46390943,
1270,4315316,46433829,
1271,4345469,46478023,
1272,4372449,46529189,
1273,4395525,46568164,
1274,4417541,46605029,
1275,4436921,46642327,
1276,4462218,46673886,
1277,4483701,46711466,
1278,4506697,46752533,
1279,4528718,46786982,
1280,4552993,46822691,
1281,4578217,46860083,
1282,4598541,46896162,
1283,4624126,46930982,
1284,4659051,46968157,
1285,4689729,47004448,
1286,4714130,47038221,
1287,4738546,47069615,
1288,4760640,47102031,
1289,4787060,47135845,
1290,4818265,47168314,
1291,4853355,47201037,
1292,4885714,47242094,
1293,4917088,47284365,
1294,4953354,47326192,
1295,4988155,47371722,
1296,5024450,47410544,
1297,5055281,47453509,
1298,5084243,47497417,
1299,5110214,47539941,
1300,5140566,47578406,
1301,5167719,47619317,
1302,5202980,47684167,
1303,5236982,47748058,
1304,5271250,47798410,
1305,5313584,47856287,
1306,5343709,47925675,
1307,5376409,47981528,
1308,5403570,48045580,
1309,5433068,48109845,
1310,5466729,48176683,
1311,5501985,48222346,
1312,5530876,48298470,
1313,5570086,48340042,
1314,5600808,48380440,
1315,5628612,48420092,
1316,5661479,48459249,
1317,5696914,48499843,
1318,5745241,48539280,
1319,5780005,48579324,
1320,5833295,48621083,
1321,5878566,48660819,
1322,5919503,48699515,
1323,5956115,48739806,
1324,5992592,48779390,
1325,6028716,48818713,
1326,6072667,48858683,
1327,6108476,48902937,
1328,6139823,48948568,
1329,6171597,48987929,
1330,6204842,49027433,
1331,6234376,49067694,
1332,6267815,49103437,
1333,6297695,49137819,
1334,6331334,49171780,
1335,6365225,49205365,
1336,6406280,49237348,
1337,6446110,49269629,
1338,6479269,49302733,
1339,6518480,49335469,
1340,6557144,49368426,
1341,6598311,49401312,
1342,6640945,49433925,
1343,6674357,49466573,
1344,6705482,49498134,
1345,6736959,49530825,
1346,6770286,49563235,
1347,6808849,49597413,
1348,6835974,49630366,
1349,6864955,49665873,
1350,6901304,49699950,
1351,6928615,49734126,
1352,6956022,49768539,
1353,6981049,49804276,
1354,7012885,49838668,
1355,7044974,49873944,
1356,7076537,49907186,
1357,7106352,49939568,
1358,7128273,49971992,
1359,7156053,50008058,
1360,7184832,50043166,
1361,7210887,50078046,
1362,7241771,50114554,
1363,7269361,50153363,
1364,7303917,50192642,
1365,7326232,50226287,
1366,7347189,50263719,
1367,7371683,50296745,
1368,7404361,50330550,
1369,7431193,50364834,
1370,7464629,50400975,
1371,7499421,50435498,
1372,7533338,50471566,
1373,7566823,50507480,
1374,7605374,50541822,
1375,7640417,50581025,
1376,7671998,50618864,
1377,7698480,50654298,
1378,7726960,50690426,
1379,7760262,50725407,
1380,7787568,50761806,
1381,7818767,50798742,
1382,7852320,50834818,
1383,7884620,50871115,
1384,7912332,50907289,
1385,7938083,50942626,
1386,7967855,50979967,
1387,8008963,51017483,
1388,8051960,51054825,
1389,8083401,51093489,
1390,8116344,51132215,
1391,8142216,51169529,
1392,8163834,51205235,
1393,8180008,51240403,
1394,8197847,51278472,
1395,8219766,51318347,
1396,8250719,51359233,
1397,8277168,51396768,
1398,8301078,51436513,
1399,8329946,51474696,
1400,8354246,51516761,
1401,8377891,51559770,
1402,8410195,51597013,
1403,8442636,51633436,
1404,8478369,51670907,
1405,8510468,51710010,
1406,8535291,51747709,
1407,8561971,51783757,
1408,8585566,51814759,
1409,8609596,51850508,
1410,8635764,51882200,
1411,8666792,51915009,
1412,8703917,51948366,
1413,8743934,51980757,
1414,8775560,52011162,
1415,8810399,52042922,
1416,8846539,52075431,
1417,8884274,52107597,
1418,8922375,52137932,
1419,8953851,52167650,
1420,8985695,52196087,
1421,9014730,52224475,
1422,9050510,52254012,
1423,9087806,52283318,
1424,9114758,52312073,
1425,9152549,52340248,
1426,9188928,52369535,
1427,9219595,52396897,
1428,9252019,52425418,
1429,9272145,52453534,
1430,9294343,52482753,
1431,9327510,52511721,
1432,9361406,52541148,
1433,9396942,52574327,
1434,9429666,52626085,
1435,9461878,52678145,
1436,9493637,52730960,
1437,9530017,52775137,
1438,9566898,52815350,
1439,9603764,52856219,
1440,9645391,52904038,
1441,9684012,52940696,
1442,9717059,52975291,
1443,9753187,53015471,
1444,9793843,53053436,
1445,9843522,53093005,
1446,9889413,53129855,
1447,9924316,53165027,
1448,9968468,53197626,
1449,10018600,53228567,
1450,10056635,53263301,
1451,10091502,53299010,
1452,10121358,53333739,
1453,10157479,53369522,
1454,10200999,53403475,
1455,10247979,53436560,
1456,10286608,53467966,
1457,10329471,53502014,
1458,10360356,53536803,
1459,10393248,53571848,
1460,10430867,53609595,
1461,10474400,53646898,
1462,10521770,53680598,
1463,10561581,53708738,
1464,10594509,53741707,
1465,10634930,53786810,
1466,10673770,53833069,
1467,10716434,53869819,
1468,10769018,53906788,
1469,10821552,53920413,
1470,10867753,53942531,
1471,10917538,53966864,
1472,10960987,53989650,
1473,11007094,53999448,
1474,11058894,54011371,
1475,11107795,54016657,
1476,11157180,54021066,
1477,11212367,54027529,
1478,11253609,54055364,
1479,11294251,54094346,
1480,11336648,54127694,
1481,11384007,54160054,
1482,11429623,54180223,
1483,11479129,54191021,
1484,11531838,54203656,
1485,11585571,54217245,
1486,11638307,54233120,
1487,11688759,54251889,
1488,11729696,54270239,
1489,11782163,54287140,
1490,11839681,54302958,
1491,11894204,54317925,
1492,11954683,54334929,
1493,12010442,,
1494,12064285,,
1495,12106175,,
1496,12169345,,
1497,12229157,,
1498,12286621,,
1499,12342719,,
1500,12400470,,
1501,12458989,,
1502,12517184,,
1503,12568649,,
1504,12623079,,
1505,12675430,,
1506,12724889,,
1507,12774985,,
1508,12828409,,
1509,12888652,,
1510,12945007,,
1511,13006606,,
1512,13064307,,
1513,13120951,,
1514,13188241,,
1515,13251432,,
1516,13312402,,
1517,13375165,,
1518,13439624,,
1519,13495428,,
1520,13548536,,
1521,13612518,,
1522,13668665,,
1523,13731899,,
1524,13799108,,
1525,13854296,,
1526,13909935,,
1527,13982861,,
1528,14041415,,
1529,14091232,,
1530,14147441,,
1531,14205843,,
1532,14268723,,
1533,14301710,,
1534,14336958,,
1535,14380282,,
1536,14426099,,
1537,14472201,,
1538,14527983,,
1539,14588242,,
1540,14640415,,
1541,14692226,,
1542,14739840,,
1543,14789908,,
1544,14841920,,
1545,14903716,,
1546,14964797,,
1547,15025456,,
1548,15068890,,
1549,15121435,,
1550,15183946,,
1551,15249328,,
1552,15314841,,
1553,15375657,,
1554,15427391,,
1555,15490606,,
1556,15552821,,
1557,15620698,,
1558,15683445,,
1559,15751272,,
1560,15809748,,
1561,15862874,,
1562,15919546,,
1563,15973156,,
1564,16040419,,
1565,16096908,,
1566,16145810,,
1567,16203335,,
1568,16250517,,
1569,16294761,,
1570,16341732,,
1571,16403544,,
1572,16469052,,
1573,16530259,,
1574,16585660,,
1575,16628647,,
1576,16671335,,
1577,16723257,,
1578,16769832,,
1579,16826546,,
1580,16880886,,
1581,16931877,,
1582,16982465,,
1583,17032327,,
1584,17085112,,
1585,17142466,,
1586,17192919,,
1587,17259941,,
1588,17327450,,
1589,17400860,,
1590,17465574,,
1591,17526140,,
1592,17593160,,
1593,17655994,,
1594,17717146,,
1595,17776346,,
1596,17828412,,
1597,17875413,,
1598,17924065,,
1599,17978018,,
1600,18029914,,
1601,18089561,,
1602,18144220,,
1603,18194983,,
1604,18235706,,
1605,18288864,,
1606,18347086,,
1607,18401254,,
1608,18457591,,
1609,18511897,,
1610,18565510,,
1611,18615477,,
1612,18671898,,
1613,18728325,,
1614,18785417,,
1615,18839698,,
1616,18891757,,
1617,18939087,,
1618,18983840,,
1619,19028983,,
1620,19077698,,
1621,19123614,,
1622,19167300,,
1623,19216283,,
1624,19252128,,
1625,19295278,,
1626,19341789,,
1627,19386765,,
1628,19433761,,
1629,19487406,,
1630,19533201,,
1631,19577579,,
1632,19615654,,
1633,19660175,,
1634,19704162,,
1635,19751082,,
1636,19795959,,
1637,19845955,,
1638,19882003,,
1639,19912127,,
1640,19951038,,
1641,19990580,,
1642,20025634,,
1643,20060954,,
1644,20097654,,
1645,20130381,,
1646,20161124,,
1647,20200299,,
1648,20240963,,
1649,20280473,,
1650,20323922,,
1651,20373153,,
1652,20410350,,
1653,20443788,,
1654,20481177,,
1655,20521176,,
1656,20560758,,
1657,20601702,,
1658,20638185,,
1659,20672288,,
1660,20707034,,
1661,20746778,,
1662,20785151,,
1663,20827869,,
1664,20869349,,
1665,20907100,,
1666,20943041,,
1667,20981679,,
1668,21022071,,
1669,21065682,,
1670,21114251,,
1671,21165235,,
1672,21217247,,
1673,21261375,,
1674,21305210,,
1675,21355012,,
1676,21409598,,
1677,21467453,,
1678,21524345,,
1679,21574770,,
1680,21625137,,
1681,21663607,,
1682,21713647,,
1683,21767517,,
1684,21818383,,
1685,21875553,,
1686,21946681,,
1687,22004375,,
1688,22060950,,
1689,22131008,,
1690,22193585,,
1691,22255537,,
1692,22320837,,
1693,22375675,,
1694,22427611,,
1695,22472751,,
1696,22527867,,
1697,22589705,,
1698,22655229,,
1699,22713862,,
1700,22775601,,
1701,22822067,,
1702,22868658,,
1703,22920590,,
1704,22972842,,
1705,23024458,,
1706,23085532,,
1707,23147831,,
1708,23198300,,
1709,23243866,,
1710,23302162,,
1711,23354756,,
1712,23403192,,
1713,23456526,,
1714,23501145,,
1715,23543363,,
1716,23597380,,
1717,23650618,,
1718,23718658,,
1719,23777301,,
1720,23837643,,
1721,23895181,,
1722,23947479,,
1723,23998802,,
1724,24063943,,
1725,24126070,,
1726,24181554,,
1727,24238411,,
1728,24284582,,
1729,24327225,,
1730,24367485,,
1731,24414357,,
1732,24472693,,
1733,24533154,,
1734,24593128,,
1735,24644063,,
1736,24689163,,
1737,24732392,,
1738,24778114,,
1739,24822113,,
1740,24873307,,
1741,24929980,,
1742,24981044,,
1743,25030360,,
1744,25081023,,
1745,25138247,,
1746,25194357,,
1747,25244271,,
1748,25292468,,
1749,25350602,,
1750,25407410,,
1751,25455181,,
1752,25515566,,
1753,25580271,,
1754,25636009,,
1755,25698917,,
1756,25756223,,
1757,25803560,,
1758,25847241,,
1759,25898156,,
1760,25948191,,
1761,25997091,,
1762,26053702,,
1763,26098593,,
1764,26138270,,
1765,26173057,,
1766,26219526,,
1767,26271639,,
1768,26327237,,
1769,26386560,,
1770,26446347,,
1771,26501335,,
1772,26557758,,
1773,26614555,,
1774,26672667,,
1775,26738488,,
1776,26807515,,
1777,26867722,,
1778,26914123,,
1779,26966484,,
1780,27048670,,
1781,27139277,,
1782,27214690,,
1783,27287781,,
1784,27364938,,
1785,27435729,,
1786,27496365,,
1787,27567821,,
1788,27655208,,
1789,27747820,,
1790,27846652,,
1791,27936290,,
1792,28010206,,
1793,28082293,,
1794,28158466,,
1795,28235151,,
1796,28315844,,
1797,28399926,,
1798,28470148,,
1799,28536111,,
1800,28583846,,
1801,28647398,,
1802,28716411,,
1803,28783133,,
1804,28839813,,
1805,28900818,,
1806,28953832,,
1807,29006546,,
1808,29076501,,
1809,29142829,,
1810,29224044,,
1811,29294066,,
1812,29361487,,
1813,29416353,,
1814,29468589,,
1815,29522201,,
1816,29578152,,
1817,29632546,,
1818,29684708,,
1819,29738204,,
1820,29784896,,
1821,29836055,,
1822,29891007,,
1823,29939541,,
1824,29981924,,
1825,30037120,,
1826,30098455,,
1827,30150356,,
1828,30207843,,
1829,30276326,,
1830,30338509,,
1831,30399374,,
1832,30458421,,
1833,30513133,,
1834,30569059,,
1835,30618317,,
1836,30672821,,
1837,30728690,,
1838,30791441,,
1839,30847043,,
1840,30906189,,
1841,30957374,,
1842,31004798,,
1843,31068310,,
1844,31141380,,
1845,31206176,,
1846,31268831,,
1847,31335397,,
1848,31388310,,
1849,31441600,,
1850,31505955,,
1851,31571968,,
1852,31631489,,
1853,31692429,,
1854,31751356,,
1855,31807071,,
1856,31858190,,
1857,31917607,,
1858,31985673,,
1859,32053053,,
1860,32122775,,
1861,32195199,,
1862,32258362,,
1863,32315926,,
1864,32381781,,
1865,32449003,,
1866,32509836,,
1867,32579002,,
1868,32652699,,
1869,32714156,,
1870,32771591,,
1871,32833027,,
1872,32897188,,
1873,32969683,,
1874,33038287,,
1875,33108860,,
1876,33166404,,
1877,33225745,,
1878,33300154,,
1879,33379600,,
1880,33451756,,
1881,33524096,,
1882,33595306,,
1883,33657256,,
1884,33714901,,
1885,33796191,,
1886,33879358,,
1887,33951937,,
1888,34021203,,
1889,34093448,,
1890,34158242,,
1891,34219583,,
1892,34291172,,
1893,34368104,,
1894,34443847,,
1895,34516958,,
1896,34586292,,
1897,34646646,,
1898,34706188,,
1899,34770835,,
1900,34826537,,
1901,34899362,,
1902,34972044,,
1903,35042650,,
1904,35110040,,
1905,35168434,,
1906,35237494,,
1907,35310547,,
1908,35377670,,
1909,35451351,,
1910,35515388,,
1911,35570044,,
1912,35624875,,
1913,35690663,,
1914,35755665,,
1915,35820747,,
1916,35888635,,
1917,35953591,,
1918,36008454,,
1919,36059351,,
1920,36125841,,
1921,36192836,,
1922,36257209,,
1923,36326465,,
1924,36390588,,
1925,36438339,,
1926,36488967,,
1927,36558857,,
1928,36632633,,
1929,36700809,,
1930,36766855,,
1931,36822850,,
1932,36875851,,
1933,36924079,,
1934,36985043,,
1935,37060879,,
1936,37136594,,
1937,37206733,,
1938,37280220,,
1939,37330719,,
1940,37383542,,
1941,37448528,,
1942,37513065,,
1943,37577060,,
1944,37636647,,
1945,37697043,,
1946,37750858,,
1947,37804920,,
1948,37869634,,
1949,37945748,,
1950,38015806,,
1951,38084302,,
1952,38150750,,
1953,38207207,,
1954,38261163,,
1955,38334928,,
1956,38402745,,
1957,38472084,,
1958,38546819,,
1959,38612330,,
1960,38666119,,
1961,38717208,,
1962,38778880,,
1963,38850732,,
1964,38920530,,
1965,38992941,,
1966,39067246,,
1967,39118794,,
1968,39176420,,
1969,39241713,,
1970,39311666,,
1971,39383834,,
1972,39447652,,
1973,39513464,,
1974,39564603,,
1975,39620324,,
1976,39685154,,
1977,39753588,,
1978,39820116,,
1979,39885939,,
1980,39947670,,
1981,40000663,,
1982,40047727,,
1983,40105940,,
1984,40171002,,
1985,40233179,,
1986,40296608,,
1987,40361561,,
1988,40415047,,
1989,40469786,,
1990,40537589,,
1991,40606920,,
1992,40669948,,
1993,40732422,,
1994,40789557,,
1995,40840640,,
1996,40891237,,
1997,40951352,,
1998,41015427,,
1999,41079483,,
2000,41140562,,
2001,41203286,,
2002,41258006,,
2003,41308180,,
2004,41377982,,
2005,41447730,,
2006,41513580,,
2007,41575418,,
2008,41635126,,
2009,41684007,,
2010,41736471,,
2011,41802304,,
2012,41871647,,
2013,41941300,,
2014,42004123,,
2015,42062754,,
2016,42116570,,
2017,42168322,,
2018,42232269,,
2019,42303477,,
2020,42369410,,
2021,42435027,,
2022,42498820,,
2023,42557290,,
2024,42610832,,
2025,42674199,,
2026,42741463,,
2027,42807303,,
2028,42873162,,
2029,42935365,,
2030,42992234,,
2031,43043484,,
2032,43108387,,
2033,43170928,,
2034,43236423,,
2035,43306073,,
2036,43372120,,
2037,43427328,,
2038,43481622,,
2039,43549471,,
2040,43624108,,
2041,43701309,,
2042,43770614,,
2043,43838411,,
2044,43899526,,
2045,43958450,,
2046,44031578,,
2047,44110416,,
2048,44185498,,
2049,44266414,,
2050,44339944,,
2051,44405251,,
2052,44465294,,
2053,44537649,,
2054,44612509,,
2055,44685418,,
2056,44758508,,
2057,44825268,,
2058,44883015,,
2059,44940081,,
2060,45009615,,
2061,45081957,,
2062,45157460,,
2063,45225293,,
2064,45293068,,
2065,45354272,,
2066,45412758,,
2067,45482109,,
2068,45555387,,
2069,45624817,,
2070,45696127,,
2071,45766638,,
2072,45826863,,
2073,45887114,,
2074,45963760,,
2075,46044899,,
2076,46119918,,
2077,46184206,,
2078,46251487,,
2079,46311961,,
2080,46380171,,
2081,46458089,,
2082,46547633,,
2083,46626159,,
2084,46702516,,
2085,46772609,,
2086,46836777,,
2087,46894445,,
2088,46968154,,
2089,47045077,,
2090,47120379,,
2091,47199075,,
2092,47271692,,
2093,47332711,,
2094,47396129,,
2095,47475287,,
2096,47552512,,
2097,47631639,,
2098,47704786,,
2099,47778863,,
2100,47845683,,
2101,47911801,,
2102,47990748,,
2103,48067920,,
2104,48146922,,
2105,48229533,,
2106,48308992,,
2107,48374577,,
2108,48439573,,
2109,48517059,,
2110,48600001,,
2111,48674702,,
2112,48750401,,
2113,48818555,,
2114,48885418,,
2115,48950676,,
2116,49032927,,
2117,49113680,,
2118,49192804,,
2119,49273214,,
2120,49354627,,
2121,49423549,,
2122,49494117,,
2123,49579206,,
2124,49667181,,
2125,49761539,,
2126,49853154,,
2127,49937672,,
2128,50007032,,
2129,50083557,,
2130,50173841,,
2131,50264317,,
2132,50353425,,
2133,50444245,,
2134,50528143,,
2135,50602842,,
2136,50675756,,
2137,50765081,,
2138,50849651,,
2139,50947401,,
2140,51037908,,
2141,51123386,,
2142,51196029,,
2143,51271562,,
2144,51359616,,
2145,51447150,,
2146,51536258,,
2147,51622442,,
2148,51703113,,
2149,51778690,,
2150,51856864,,
2151,51942916,,
2152,52025966,,
2153,52113294,,
2154,52197156,,
2155,52281978,,
2156,52362008,,
2157,52446417,,
2158,52546980,,
2159,52646808,,
2160,52742652,,
2161,52842048,,
2162,52932157,,
2163,53011870,,
2164,53086339,,
2165,53177390,,
2166,53268303,,
2167,53357533,,
2168,53441529,,
2169,53521031,,
2170,53596156,,
2171,53677760,,
2172,53774738,,
2173,53873975,,
2174,53971248,,
2175,54066148,,
2176,54160681,,
2177,54246985,,
2178,54326537,,
2179,54423059,,
2180,54523143,,
2181,54603528,,
2182,54671254,,
2183,54748508,,
2184,54826522,,
2185,54899124,,
2186,54984987,,
2187,55068005,,
2188,55143834,,
2189,55204011,,
2190,55287061,,
2191,55368465,,
2192,55451234,,
2193,55546955,,
2194,55635803,,
2195,55728372,,
2196,55833983,,
2197,55934380,,
2198,56040722,,
2199,56130473,,
2200,56231224,,
2201,56329464,,
2202,56436457,,
2203,56556118,,
2204,56660860,,
2205,56749276,,
2206,56833041,,
2207,56932049,,
2208,57032231,,
2209,57125499,,
2210,57220987,,
2211,57315065,,
2212,57395698,,
2213,57481527,,
2214,57589422,,
2215,57688687,,
2216,57773774,,
2217,57866058,,
2218,57945794,,
2219,58032425,,
2220,58110582,,
2221,58197772,,
2222,58289150,,
2223,58378040,,
2224,58465588,,
2225,58550297,,
2226,58636065,,
2227,58719372,,
2228,58824267,,
2229,58926369,,
2230,59024929,,
2231,59113187,,
2232,59226976,,
2233,59327455,,
2234,59409555,,
2235,59513007,,
2236,59617081,,
2237,59721038,,
2238,59814753,,
2239,59913981,,
2240,60002159,,
2241,60086787,,
2242,60191299,,
2243,60294452,,
2244,60397707,,
2245,60498929,,
2246,60602514,,
2247,60690485,,
2248,60778425,,
2249,60885449,,
2250,60995937,,
2251,61094759,,
2252,61192283,,
2253,61285944,,
2254,61377078,,
2255,61467112,,
2256,61573904,,
2257,61675891,,
2258,61779196,,
2259,61872677,,
2260,61969757,,
2261,62060967,,
2262,62144227,,
2263,62249817,,
2264,62349517,,
2265,62447825,,
2266,62552739,,
2267,62656794,,
2268,62752993,,
2269,62843002,,
2270,62945334,,
2271,63037976,,
2272,63136208,,
2273,63237646,,
2274,63336009,,
2275,63424952,,
2276,63516847,,
2277,63620978,,
2278,63735655,,
2279,63856403,,
2280,63966159,,
2281,64072117,,
2282,64159722,,
2283,64256243,,
2284,64361520,,
2285,64474735,,
2286,64584083,,
2287,64700547,,
2288,64810184,,
2289,64910380,,
2290,64996983,,
2291,65113273,,
2292,65222024,,
2293,65330001,,
2294,65429528,,
2295,65530516,,
2296,65628096,,
2297,65721513,,
2298,65837989,,
2299,65948246,,
2300,66061582,,
2301,66171516,,
2302,66277117,,
2303,66377715,,
2304,66471237,,
2305,66584602,,
2306,66698144,,
2307,66815698,,
2308,66926377,,
2309,67027829,,
2310,67120738,,
2311,67204593,,
2312,67309104,,
2313,67424893,,
2314,67536145,,
2315,67646530,,
2316,67756680,,
2317,67852697,,
2318,67939988,,
2319,68050135,,
2320,68159742,,
2321,68270304,,
2322,68372361,,
2323,68476888,,
2324,68566188,,
2325,68655272,,
2326,68752230,,
2327,68861193,,
2328,68966009,,
2329,69064006,,
2330,69167044,,
2331,69254241,,
2332,69345369,,
2333,69452866,,
2334,69563825,,
2335,69670063,,
2336,69780589,,
2337,69910894,,
2338,70033116,,
2339,70130472,,
2340,70263140,,
2341,70388857,,
2342,70518255,,
2343,70632940,,
2344,70741833,,
2345,70835424,,
2346,70917926,,
2347,71029596,,
2348,71150733,,
2349,71280349,,
2350,71400989,,
2351,71526391,,
2352,71631621,,
2353,71737001,,
2354,71865570,,
2355,71985942,,
2356,72117948,,
2357,72243778,,
2358,72369792,,
2359,72470337,,
2360,72567106,,
2361,72686003,,
2362,72812679,,
2363,72926028,,
2364,73035221,,
2365,73152939,,
2366,73256728,,
2367,73357369,,
2368,73482148,,
2369,73637896,,
2370,73780605,,
2371,73923559,,
2372,74052903,,
2373,74156621,,
2374,74271347,,
2375,74452229,,
2376,74643139,,
2377,74838721,,
2378,75033710,,
2379,75223841,,
2380,75410799,,
2381,75619427,,
2382,75777887,,
2383,75902749,,
2384,76014912,,
2385,76130972,,
2386,76245824,,
2387,76379866,,
2388,76497526,,
2389,76622796,,
2390,76756996,,
2391,76885978,,
2392,76996485,,
2393,77104611,,
2394,77205178,,
2395,77298725,,
2396,77412936,,
2397,77534816,,
2398,77674834,,
2399,77799856,,
2400,77945299,,
2401,78093753,,
2402,78197725,,
2403,78317122,,
2404,78450108,,
2405,78581422,,
2406,78716233,,
2407,78831617,,
2408,78932567,,
2409,79020711,,
2410,79136639,,
2411,79252620,,
2412,79369590,,
2413,79485398,,
2414,79595916,,
2415,79692323,,
2416,79780940,,
2417,79901571,,
2418,80019247,,
2419,80135688,,
2420,80255135,,
2421,80367946,,
2422,80472291,,
2423,80566328,,
2424,80692735,,
2425,80815699,,
2426,80939478,,
2427,81056536,,
2428,81176555,,
2429,81285599,,
2430,81382375,,
2431,81511457,,
2432,81642637,,
2433,81793640,,
2434,81918913,,
2435,82021047,,
2436,82148569,,
2437,82254493,,
2438,82378881,,
2439,82506687,,
2440,82630692,,
2441,82753922,,
2442,82935982,,
2443,83072748,,
2444,83217377,,
2445,83386377,,
2446,83548121,,
2447,83717240,,
2448,83974220,,
2449,84136365,,
2450,84250684,,
2451,84358426,,
2452,84491441,,
2453,84626655,,
2454,84759257,,
2455,84885030,,
2456,85011507,,
2457,85127603,,
2458,85236439,,
2459,85372504,,
2460,85513723,,
2461,85654279,,
2462,85790558,,
2463,85931304,,
2464,86046645,,
2465,86148695,,
2466,86278140,,
2467,86422806,,
2468,86558573,,
2469,86692646,,
2470,86812491,,
2471,86936204,,
2472,87041032,,
2473,87176204,,
2474,87310947,,
2475,87454264,,
2476,87605865,,
2477,87749623,,
2478,87890407,,
2479,88003715,,
2480,88150389,,
2481,88297938,,
2482,88443177,,
2483,88595221,,
2484,88733575,,
2485,88877371,,
2486,89007891,,
2487,89123708,,
2488,89277247,,
2489,89438272,,
2490,89598752,,
2491,89762455,,
2492,89918306,,
2493,90071316,,
2494,90245401,,
2495,90430519,,
2496,90635976,,
2497,90817706,,
2498,90984324,,
2499,91135187,,
2500,91270548,,
2501,91426697,,
2502,91587159,,
2503,91749102,,
2504,91909018,,
2505,92062192,,
2506,92211333,,
2507,92351336,,
2508,92511842,,
2509,92670419,,
2510,92836912,,
2511,92985728,,
2512,93143503,,
2513,93292255,,
2514,93422111,,
2515,93568987,,
2516,93721274,,
2517,93874190,,
2518,94037471,,
2519,94199311,,
2520,94363177,,
2521,94493659,,
2522,94678633,,
2523,94855360,,
2524,95038225,,
2525,95202047,,
2526,95373426,,
2527,95562185,,
2528,95739043,,
2529,95932864,,
2530,96131558,,
2531,96349233,,
2532,96561329,,
2533,96771970,,
2534,96976076,,
2535,97164136,,
2536,97395913,,
2537,97620625,,
2538,97843276,,
2539,98056628,,
2540,98274162,,
2541,98482203,,
2542,98678620,,
2543,98911838,,
2544,99129868,,
2545,99349811,,
